531.398,378.189
627.611,379.083
304.191,375.779
103.848,378.019
219.372,388.385
409.651,373.811
304.194,253.867
414.426,254.913
531.073,253.538
205.234,258.399
624.965,254.784
104.054,260.767
414.455,119.177
627.649,118.332
201.385,117.513
534.362,120.988
304.123,118.579
105.112,115.001
0,0
0,0
535.765,385.071
636.385,386.058
298.127,382.864
88.1936,385.237
208.698,395.814
408.458,380.688
298.064,255.042
413.342,256.238
535.42,254.664
194.366,259.86
633.825,256.187
88.251,262.32
413.633,114.185
636.521,113.311
190.423,112.371
538.897,116.159
297.961,113.467
89.4093,109.694
0,0
0,0
541.234,393.371
647.206,394.567
291.122,391.207
69.7934,393.852
196.18,404.724
407.429,388.847
291.127,256.61
412.451,257.8
540.947,256.298
181.813,261.675
644.623,257.748
69.9497,264.288
412.097,108.407
647.316,107.359
177.74,106.416
544.507,110.541
290.934,107.553
71.0232,103.539
-6.80241e+12,-0.912025
4.62428e-44,0
547.014,401.787
658.51,403.16
283.928,399.674
50.7306,402.572
183.746,413.643
406.335,397.105
284.053,258.027
411.674,259.284
546.795,257.67
169.017,263.391
655.878,259.313
51.0019,266.09
411.604,102.059
658.68,101.027
164.414,99.7979
550.635,104.298
283.78,101.144
52.3222,96.7979
2.24208e-43,0
4.62428e-44,0
553.858,411.86
671.756,413.193
275.331,409.551
27.9348,412.828
169.104,424.273
404.94,406.915
746.573,443.82
275.336,259.684
410.594,261.016
553.634,259.295
153.527,265.384
668.989,260.984
30.5223,267.562
747.12,218.38
410.333,94.3726
671.887,93.4783
148.468,92.0403
557.605,96.8124
275.151,93.4809
38.5682,89.3716
561.282,422.751
686.224,424.142
266.224,420.279
13.1969,423.7
153.589,436.018
403.452,417.44
266.007,261.344
409.566,262.806
561.073,261.086
136.586,267.457
683.265,262.862
17.8505,269.432
409.122,86.1316
686.346,85.3683
131.319,83.4598
565.337,88.7872
265.792,85.2347
27.3851,81.2209
0,0
0,0
2.0527,436.103
569.712,434.946
702.427,436.463
255.813,432.565
136.336,449.512
401.891,429.4
255.706,263.462
8.35072,277.028
408.501,264.871
569.538,263.008
118.087,269.864
699.354,264.883
408.128,76.9128
702.698,76.3369
112.142,74.0088
574.084,79.9463
255.374,75.8978
16.8555,72.5872
0,0
0,0
579.468,449.331
717.53,451.67
243.714,446.82
116.611,465.089
400.066,443.492
243.542,265.943
407.158,267.411
579.343,265.488
96.3168,272.844
717.865,267.553
407.101,66.2198
718.568,66.7591
89.9509,63.1714
4.97912,62.6163
584.109,69.7113
243.145,65.0501
0,0
0,0
0,0
0,0
590.768,465.889
230.077,463.053
727.471,469.885
100.787,474.476
398.141,456.386
229.755,268.885
405.681,270.484
590.743,268.215
71.3785,276.307
738.419,270.567
405.191,54.1432
728.915,58.3075
64.6856,51.0045
595.6,58.163
229.29,52.8942
0,0
0,0
0,0
0,0
0,0
736.726,481.647
598.354,477.208
216.41,478.238
94.4248,476.143
396.066,465.541
215.784,271.905
404.45,273.648
602.781,271.256
46.0559,279.802
404.169,41.5695
737.712,49.3071
39.2411,38.7128
608.084,46.9262
215.843,45.1114
1.79366e-43,0
0,0
0,0
0,0
0,0
0,0
198.958,488.948
605.281,486.722
69.5488,482.765
392.097,473.135
198.152,274.905
403.428,276.88
618.716,274.154
22.3245,281.757
403.694,24.1272
623.902,37.5732
197.843,38.2266
15.627,23.784
0,0
2.35558e-42,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
